Task name, Task description, Start time, End time, Duration,Duration in hours, Note, Category
"Deep work","","29/09/2018 7:06 pm","29/09/2018 7:10 pm","00:03:50",0.0639220,"","Deep work"
"Review","","01/10/2018 7:20 pm","01/10/2018 7:36 pm","00:16:25",0.2738695,"","Puzzles"
"Puzzles","","01/10/2018 7:36 pm","01/10/2018 7:44 pm","00:07:31",0.1254167,"","Puzzles"
"Puzzles","","01/10/2018 7:44 pm","01/10/2018 7:48 pm","00:04:08",0.0689690,"","Puzzles"
"Puzzles","","01/10/2018 8:14 pm","01/10/2018 8:36 pm","00:21:37",0.3603608,"","Puzzles"
"Puzzles","","01/10/2018 8:36 pm","01/10/2018 8:41 pm","00:05:21",0.0893301,"","Puzzles"
"Review","","01/10/2018 8:46 pm","01/10/2018 8:50 pm","00:03:50",0.0641522,"","Puzzles"
"Skills","","01/10/2018 8:52 pm","01/10/2018 9:02 pm","00:09:58",0.1663376,"","Skills"
"Skills","","01/10/2018 9:07 pm","01/10/2018 9:14 pm","00:06:56",0.1157121,"","Skills"
"Puzzles","","01/10/2018 9:14 pm","01/10/2018 9:23 pm","00:08:54",0.1484827,"","Puzzles"
"Skills","","01/10/2018 9:23 pm","01/10/2018 9:36 pm","00:13:04",0.2178116,"","Skills"
"Puzzles","","01/10/2018 9:38 pm","01/10/2018 9:53 pm","00:15:16",0.2546875,"","Puzzles"
"Puzzles","","01/10/2018 10:06 pm","01/10/2018 10:16 pm","00:10:04",0.1677800,"","Puzzles"
"Skills","","01/10/2018 10:16 pm","01/10/2018 10:25 pm","00:08:21",0.1394399,"","Skills"
"Puzzles","","01/10/2018 10:27 pm","01/10/2018 10:29 pm","00:02:07",0.0355369,"","Puzzles"
"Skills","","01/10/2018 10:43 pm","01/10/2018 10:52 pm","00:08:17",0.1381767,"","Skills"
"Puzzles","","01/10/2018 10:52 pm","01/10/2018 10:58 pm","00:06:49",0.1138182,"","Puzzles"
"Skills","","01/10/2018 10:58 pm","01/10/2018 11:05 pm","00:06:12",0.1036043,"","Skills"
"Skills","","01/10/2018 11:05 pm","01/10/2018 11:16 pm","00:11:05",0.1847535,"","Skills"
"Review","","02/10/2018 9:39 am","02/10/2018 9:43 am","00:04:36",0.0768439,"","Puzzles"
"Review","","02/10/2018 9:44 am","02/10/2018 9:50 am","00:05:55",0.0987280,"","Puzzles"
"Puzzles","","02/10/2018 9:50 am","02/10/2018 10:00 am","00:10:00",0.1667140,"","Puzzles"
"Puzzles","","02/10/2018 10:10 am","02/10/2018 10:33 am","00:22:46",0.3796528,"","Puzzles"
"Review","","02/10/2018 10:33 am","02/10/2018 10:49 am","00:16:16",0.2711509,"","Puzzles"
"Puzzles","","02/10/2018 10:49 am","02/10/2018 10:54 am","00:05:05",0.0847826,"","Puzzles"
"Puzzles","","02/10/2018 10:54 am","02/10/2018 11:02 am","00:07:35",0.1265634,"","Puzzles"
"Review","","02/10/2018 11:02 am","02/10/2018 11:03 am","00:01:13",0.0205106,"","Puzzles"
"PhD","","02/10/2018 11:03 am","02/10/2018 11:14 am","00:11:09",0.1859268,"","Deep work"
"Puzzles","","02/10/2018 11:36 am","02/10/2018 11:48 am","00:11:04",0.1846529,"","Puzzles"
"PhD","","02/10/2018 3:40 pm","02/10/2018 3:49 pm","00:09:20",0.1557443,"","Deep work"
"Review","","02/10/2018 4:02 pm","02/10/2018 4:18 pm","00:15:10",0.2529553,"","Puzzles"
"Skills","","02/10/2018 4:18 pm","02/10/2018 4:20 pm","00:01:58",0.0327937,"","Skills"
"PhD","","03/10/2018 6:41 am","03/10/2018 7:01 am","00:20:04",0.3345285,"","Deep work"
"Review","","03/10/2018 7:13 am","03/10/2018 7:16 am","00:02:54",0.0483919,"","Puzzles"
"Puzzles","","03/10/2018 7:16 am","03/10/2018 7:26 am","00:10:09",0.1691945,"","Puzzles"
"PhD","","03/10/2018 7:29 am","03/10/2018 8:22 am","00:53:37",0.8936541,"","Deep work"
"Puzzles","","03/10/2018 11:14 am","03/10/2018 11:20 am","00:05:58",0.0995762,"","Puzzles"
"PhD","","03/10/2018 11:21 am","03/10/2018 11:24 am","00:03:41",0.0615405,"","Deep work"
"PhD","","03/10/2018 1:31 pm","03/10/2018 1:42 pm","00:10:38",0.1772294,"","Deep work"
"Deep work","","03/10/2018 1:52 pm","03/10/2018 2:44 pm","00:52:24",0.8735278,"","Deep work"
"Review","","04/10/2018 3:33 pm","04/10/2018 3:37 pm","00:03:58",0.0661830,"","Puzzles"
"Review","","04/10/2018 3:39 pm","04/10/2018 3:43 pm","00:04:08",0.0689917,"","Puzzles"
"Puzzles","","04/10/2018 3:43 pm","04/10/2018 3:48 pm","00:04:41",0.0782829,"","Puzzles"
"Puzzles","","04/10/2018 3:48 pm","04/10/2018 3:58 pm","00:10:07",0.1688609,"","Puzzles"
"Puzzles","","04/10/2018 4:00 pm","04/10/2018 4:05 pm","00:05:24",0.0900452,"","Puzzles"
"PhD","","04/10/2018 4:15 pm","04/10/2018 4:18 pm","00:03:02",0.0506467,"","Deep work"
"Review","","05/10/2018 3:42 am","05/10/2018 3:50 am","00:07:50",0.1307061,"","Puzzles"
"PhD","","05/10/2018 8:25 am","05/10/2018 8:26 am","00:01:30",0.0251999,"","Deep work"
"Skills","","05/10/2018 10:47 am","05/10/2018 10:53 am","00:05:48",0.0969088,"","Skills"
"Puzzles","","05/10/2018 10:53 am","05/10/2018 10:58 am","00:05:30",0.0919275,"","Puzzles"
"PhD","","05/10/2018 10:59 am","05/10/2018 11:24 am","00:24:48",0.4134022,"","Deep work"
"Skills","","05/10/2018 11:38 am","05/10/2018 11:50 am","00:12:01",0.2005129,"","Skills"
"Skills","","05/10/2018 12:00 pm","05/10/2018 12:09 pm","00:09:32",0.1591062,"","Skills"
"PhD","","05/10/2018 1:25 pm","05/10/2018 1:27 pm","00:01:58",0.0328608,"","Deep work"
"Skills","","05/10/2018 1:27 pm","05/10/2018 1:30 pm","00:02:51",0.0477282,"","Skills"
"Puzzles","","05/10/2018 2:20 pm","05/10/2018 2:24 pm","00:03:57",0.0660961,"","Puzzles"
"PhD","","05/10/2018 2:25 pm","05/10/2018 2:51 pm","00:26:12",0.4367104,"","Deep work"
"Deep work","","05/10/2018 3:54 pm","05/10/2018 4:35 pm","00:40:48",0.6800824,"","Deep work"
"Review","","05/10/2018 4:35 pm","05/10/2018 4:38 pm","00:02:50",0.0474362,"","Puzzles"
"Review","","06/10/2018 4:40 am","06/10/2018 4:51 am","00:10:37",0.1770406,"","Puzzles"
"Skills","","06/10/2018 10:16 am","06/10/2018 10:19 am","00:02:46",0.0462980,"","Skills"
"Puzzles","","06/10/2018 10:19 am","06/10/2018 10:22 am","00:02:35",0.0432068,"","Puzzles"
"PhD","","06/10/2018 10:22 am","06/10/2018 10:27 am","00:05:22",0.0896177,"","Deep work"
"Skills","","06/10/2018 10:27 am","06/10/2018 10:32 am","00:04:55",0.0819685,"","Skills"
"Puzzles","","06/10/2018 10:32 am","06/10/2018 10:34 am","00:01:36",0.0268368,"","Puzzles"
"PhD","","06/10/2018 10:41 am","06/10/2018 11:02 am","00:20:18",0.3385388,"","Deep work"
"Skills","","06/10/2018 11:02 am","06/10/2018 11:04 am","00:01:18",0.0219242,"","Skills"
"PhD","","06/10/2018 11:22 am","06/10/2018 11:35 am","00:12:51",0.2141946,"","Deep work"
"Puzzles","","06/10/2018 11:40 am","06/10/2018 11:43 am","00:02:48",0.0467945,"","Puzzles"
"Puzzles","","06/10/2018 11:43 am","06/10/2018 11:53 am","00:10:49",0.1803693,"","Puzzles"
"PhD","","06/10/2018 11:53 am","06/10/2018 11:55 am","00:01:58",0.0327937,"","Deep work"
"Review","","06/10/2018 11:55 am","06/10/2018 11:58 am","00:02:33",0.0427238,"","Puzzles"
"Skills","","06/10/2018 11:58 am","06/10/2018 12:06 pm","00:07:41",0.1280878,"","Skills"
"Puzzles","","06/10/2018 12:10 pm","06/10/2018 12:13 pm","00:03:16",0.0545818,"","Puzzles"
"PhD","","06/10/2018 12:13 pm","06/10/2018 12:35 pm","00:21:10",0.3529703,"","Deep work"
"Skills","","06/10/2018 2:01 pm","06/10/2018 2:23 pm","00:22:46",0.3794766,"","Skills"
"Puzzles","","06/10/2018 2:30 pm","06/10/2018 2:51 pm","00:20:08",0.3357542,"","Puzzles"
"Review","","06/10/2018 2:51 pm","06/10/2018 2:54 pm","00:02:46",0.0462578,"","Puzzles"
"PhD","","06/10/2018 5:52 pm","06/10/2018 6:12 pm","00:20:09",0.3359238,"","Deep work"
"Review","","06/10/2018 6:59 pm","06/10/2018 7:03 pm","00:04:35",0.0764246,"","Puzzles"
"PhD","","06/10/2018 10:52 pm","06/10/2018 11:11 pm","00:18:10",0.3028139,"","Deep work"
